============================================================
矿机运行日志 - 10.102.0.162
导出时间: 2026-04-17 03:31:53
IP: 10.102.0.162  序列号: MINER-10-102-0-162  型号: Antminer S19 XP
============================================================

[2026-04-17 03:31:53] [SYSTEM_LOG] 矿机后台系统日志（与 Web 界面一致）
2026-04-17T08:05:48.663089Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:05:50.263271Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:05:51.860755Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:05:53.455840Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:05:55.058107Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:05:56.655434Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:05:58.252833Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:05:59.850125Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:01.447664Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:03.042789Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:04.637970Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:06.240239Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:07.837745Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:09.430471Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:11.032801Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:12.628263Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:14.225706Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:15.825419Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:17.420450Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:19.020875Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:20.618185Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:22.210928Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:23.813239Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:25.410740Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:27.008312Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:28.601055Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:30.198555Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:31.801044Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:32.787031Z [INFO] ASIC board summary, 12.66V:
-   1: 500MHz, Elapsed:    ~6h 9m, Hashing: YES, 5m:  47.07, 15m:  47.02, 1h:  47.05, Nominal:  47.69
2026-04-17T08:06:33.396229Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:34.993939Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:36.589153Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:38.189127Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:39.786800Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:41.386882Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:42.982029Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:44.577203Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:46.177187Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:47.772502Z [WARN] Temperature Sensor Read Failed
2026-04-17T08:06:49.372312Z [WARN] Temperature Sensor Read Failed
