============================================================
矿机运行日志 - 10.102.0.221
导出时间: 2026-04-14 05:32:31
IP: 10.102.0.221  序列号: MINER-10-102-0-221  型号: Antminer S19 XP
============================================================

[2026-04-14 05:32:31] [SYSTEM_LOG] 矿机后台系统日志（与 Web 界面一致）
2026-04-14T10:06:53.359989Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:06:54.961731Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:06:56.558940Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:06:58.156242Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:06:59.751167Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:01.350906Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:02.945885Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:04.543190Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:06.140355Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:07.739795Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:09.334766Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:10.932310Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:12.527389Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:14.129009Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:15.726253Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:17.321556Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:18.916664Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:20.516473Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:22.111430Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:23.654124Z [INFO] New pool difficulty
2026-04-14T10:07:23.708766Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:25.310764Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:26.908217Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:28.503077Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:30.102566Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:31.699610Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:33.296882Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:34.894114Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:36.486846Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:38.088596Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:39.683363Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:41.282717Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:42.880100Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:44.472754Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:46.070228Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:47.671820Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:49.268826Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:50.861541Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:52.463323Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:54.060370Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:55.657459Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:57.254589Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:07:58.850076Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:00.445953Z [INFO] Checking available disk space
2026-04-14T10:08:00.447304Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:02.042535Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:03.644036Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:05.236765Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:06.838490Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:08.433877Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:10.031018Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:11.628172Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:13.225431Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:14.820346Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:16.417815Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:18.017258Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:19.612218Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:21.211744Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:22.811301Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:24.406355Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:26.005722Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:27.602742Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:29.195715Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:30.798607Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:32.393629Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:33.993224Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:35.588098Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:37.187749Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:38.782610Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:40.070983Z [INFO] New pool difficulty
2026-04-14T10:08:40.379825Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:41.976936Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:43.576722Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:45.173762Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:46.770886Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:48.365804Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:49.962984Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:51.562526Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:53.155275Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:54.752474Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:56.352147Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:57.951738Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:08:59.546530Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:01.144174Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:02.741719Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:04.336761Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:05.938375Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:07.535618Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:09.130454Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:10.727636Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:12.327214Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:13.919847Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:15.521436Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:17.114293Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:18.713685Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:20.309366Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:21.911078Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:23.505908Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:25.105857Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:26.702934Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:28.297925Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:29.897393Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:31.494527Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:33.091735Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:34.684377Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:36.283824Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:37.881012Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:39.478447Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:41.077831Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:42.670454Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:44.269957Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:45.869460Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:47.464281Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:49.059239Z [WARN] Temperature Sensor Read Failed
2026-04-14T10:09:50.661004Z [WARN] Temperature Sensor Read Failed
