============================================================
矿机运行日志 - 10.102.0.221
导出时间: 2026-04-19 03:05:45
IP: 10.102.0.221  序列号: MINER-10-102-0-221  型号: Antminer S19 XP
============================================================

[2026-04-19 03:05:45] [SYSTEM_LOG] 矿机后台系统日志（与 Web 界面一致）
2026-04-19T07:40:38.506536Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:40:40.103696Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:40:41.698796Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:40:43.298303Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:40:44.895491Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:40:46.490297Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:40:48.087528Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:40:49.684780Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:40:51.282009Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:40:52.877030Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:40:52.889220Z [INFO] Checking available disk space
2026-04-19T07:40:54.478619Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:40:56.075711Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:40:57.672980Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:40:59.265898Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:00.867472Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:02.460072Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:04.057291Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:05.654500Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:07.253855Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:08.851276Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:10.450817Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:12.045670Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:13.644920Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:15.237935Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:16.840234Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:18.433135Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:20.032686Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:21.632027Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:23.229069Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:24.823862Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:26.424311Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:28.022034Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:29.619306Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:31.212019Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:32.811341Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:34.410836Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:36.003550Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:37.602919Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:39.197889Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:40.795035Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:42.396759Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:43.991554Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:45.586447Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:47.185840Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:48.653483Z [INFO] Current temperatures:
-   0: TopLeft:  5.00, TopRight:  5.00, BottomRight:  5.00, BottomLeft:  5.00
-   1: TopLeft:  5.00, TopRight:   NaN, BottomRight:   NaN, BottomLeft:  5.00
-   2: TopLeft:  5.00, TopRight:  5.00, BottomRight:  5.00, BottomLeft:  5.00

Fan status:
[ OK ] (0): FAN4
[ OK ] (1): FAN2
[ OK ] (2): FAN1
[ OK ] (3): FAN3

2026-04-19T07:41:48.783048Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:50.382542Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:51.978049Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:53.577451Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:55.173119Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:56.772615Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:58.367950Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:41:59.967915Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:01.562883Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:03.160031Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:04.755072Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:06.356782Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:07.953844Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:09.546820Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:11.143908Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:12.745434Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:14.342486Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:15.937343Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:17.536848Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:19.129513Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:20.728975Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:22.326187Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:23.923283Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:25.522743Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:27.117662Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:28.718671Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:30.315567Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:31.912682Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:33.509809Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:34.758065Z [INFO] New pool difficulty
2026-04-19T07:42:35.104744Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:36.702010Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:38.296988Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:39.896427Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:41.496189Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:43.088789Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:44.690551Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:46.285599Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:47.880564Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:49.480022Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:51.075292Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:52.677289Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:54.274267Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:55.866819Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:57.466199Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:42:59.065488Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:00.658085Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:02.260003Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:03.857089Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:05.451963Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:07.046963Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:08.646489Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:10.243941Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:11.839055Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:13.438839Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:15.033856Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:16.635562Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:18.232619Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:19.825158Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:21.424573Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:23.023943Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:24.620934Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:26.215811Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:27.815326Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:29.408307Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:31.005670Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:32.607213Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:34.202025Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:35.799162Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:37.396354Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:38.995728Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:40.592648Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:42.189600Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:43.786778Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:45.379378Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:46.976399Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:48.576147Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:50.174438Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:51.769557Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:53.366824Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:54.966416Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:56.561451Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:58.161015Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:43:59.760435Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:01.357471Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:02.954513Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:04.551690Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:06.144441Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:07.741628Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:09.343233Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:10.938088Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:12.535295Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:14.132625Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:15.729785Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:17.324909Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:18.926427Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:20.519164Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:22.120940Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:23.715777Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:25.315076Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:26.907838Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:28.507225Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:30.106655Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:31.703956Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:33.298843Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:34.893791Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:36.495667Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:38.090632Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:39.685787Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:41.285137Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:41.555008Z [ERROR] connection dropped due to pool inactivity
2026-04-19T07:44:41.555199Z [ERROR] Stratum read failure
2026-04-19T07:44:41.555789Z [INFO] Connection closed by the server
2026-04-19T07:44:41.556042Z [INFO] Connecting to pool
2026-04-19T07:44:41.556346Z [INFO] Pool status changed
2026-04-19T07:44:41.556468Z [INFO] Pool status changed
2026-04-19T07:44:42.556875Z [INFO] Opening TCP connection
2026-04-19T07:44:42.601379Z [INFO] Connection successful
2026-04-19T07:44:42.602728Z [INFO] Pool status changed
2026-04-19T07:44:42.882427Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:42.958302Z [INFO] New pool difficulty
2026-04-19T07:44:43.033216Z [INFO] Authorization successful
2026-04-19T07:44:44.479538Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:46.079090Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:47.674358Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:49.269441Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:50.866696Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:52.468310Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:54.063151Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:55.658070Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:57.255159Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:44:58.852378Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:00.449660Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:02.049153Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:03.648839Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:05.245827Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:06.843123Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:08.435757Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:10.037234Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:11.634294Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:13.231386Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:14.828533Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:16.425488Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:18.022536Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:19.619928Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:21.214970Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:22.812202Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:24.411932Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:26.006813Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:27.604010Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:28.703950Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:30.301369Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:31.898618Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:33.493628Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:35.090802Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:36.692359Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:38.284975Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:39.886843Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:41.481685Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:43.076767Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:44.674023Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:46.273657Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:47.873071Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:49.470122Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:51.065469Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:52.660453Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:52.889169Z [INFO] Checking available disk space
2026-04-19T07:45:54.262106Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:55.857017Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:57.452175Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:45:59.049459Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:00.650948Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:02.243468Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:03.840651Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:05.437806Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:07.039401Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:08.636551Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:10.231414Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:11.826649Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:13.426081Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:15.021140Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:16.618640Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:18.220300Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:19.813074Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:21.414996Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:23.012228Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:24.611409Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:26.207359Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:27.806185Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:29.406026Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:31.003135Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:32.600453Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:34.193057Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:35.794730Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:37.389565Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:38.989005Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:40.586048Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:42.180892Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:43.780233Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:45.375082Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:46.974533Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:48.567201Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:49.667347Z [INFO] Current temperatures:
-   0: TopLeft:  5.00, TopRight:  5.00, BottomRight:  5.00, BottomLeft:  5.00
-   1: TopLeft:  5.00, TopRight:   NaN, BottomRight:   NaN, BottomLeft:  5.00
-   2: TopLeft:  5.00, TopRight:  5.00, BottomRight:  5.00, BottomLeft:  5.00

Fan status:
[ OK ] (0): FAN4
[ OK ] (1): FAN2
[ OK ] (2): FAN1
[ OK ] (3): FAN3

2026-04-19T07:46:49.961247Z [INFO] New pool difficulty
2026-04-19T07:46:50.166674Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:51.766261Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:53.358857Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:54.956003Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:56.553453Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:58.158112Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:46:59.756372Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:47:01.349001Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:47:02.946280Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:47:04.543633Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:47:06.145155Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:47:07.737776Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:47:09.339370Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:47:10.936420Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:47:12.531239Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:47:14.130533Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:47:15.727637Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:47:17.324727Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:47:18.917333Z [WARN] Temperature Sensor Read Failed
2026-04-19T07:47:20.514524Z [WARN] Temperature Sensor Read Failed
