============================================================
矿机运行日志 - 10.102.0.221
导出时间: 2026-04-23 00:20:51
IP: 10.102.0.221  序列号: MINER-10-102-0-221  型号: Antminer S19 XP
============================================================

[2026-04-23 00:20:51] [SYSTEM_LOG] 矿机后台系统日志（与 Web 界面一致）
2026-04-23T04:55:44.668590Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:55:46.270340Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:55:47.862920Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:55:49.460026Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:55:51.059440Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:55:52.658876Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:55:54.252078Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:55:55.851449Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:55:57.451189Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:55:59.046052Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:00.645414Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:02.242659Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:03.837499Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:05.432478Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:07.031834Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:08.631248Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:10.226373Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:11.823578Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:13.418590Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:15.020228Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:16.612784Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:18.212228Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:19.811566Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:21.408640Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:23.005707Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:24.598536Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:26.197945Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:27.792935Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:29.394404Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:29.896087Z [INFO] New pool difficulty
2026-04-23T04:56:30.989314Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:32.584278Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:34.181325Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:35.780730Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:37.378006Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:38.977682Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:40.574681Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:42.169582Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:43.766803Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:45.366213Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:46.963218Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:48.560212Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:50.152762Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:51.749997Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:53.347090Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:54.948707Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:56.543575Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:58.142946Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:56:59.735570Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:57:01.337280Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:57:02.929924Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:57:04.531973Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:57:06.126933Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:57:07.726341Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:57:09.323456Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:57:10.916201Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:57:12.515496Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:57:14.112708Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:57:15.709937Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:57:17.306164Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:57:18.903391Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:57:20.501545Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:57:22.103086Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:57:23.700112Z [WARN] Temperature Sensor Read Failed
2026-04-23T04:57:25.295026Z [WARN] Temperature Sensor Read Failed
