============================================================
矿机运行日志 - 10.102.0.162
导出时间: 2026-04-20 03:48:25
IP: 10.102.0.162  序列号: MINER-10-102-0-162  型号: Antminer S19 XP
============================================================

[2026-04-20 03:48:25] [SYSTEM_LOG] 矿机后台系统日志（与 Web 界面一致）
2026-04-20T08:22:07.305718Z [WARN] Temperature Sensor Read Failed
2026-04-20T08:22:08.902899Z [WARN] Temperature Sensor Read Failed
2026-04-20T08:22:10.502703Z [WARN] Temperature Sensor Read Failed
2026-04-20T08:22:12.097883Z [WARN] Temperature Sensor Read Failed
2026-04-20T08:22:13.693110Z [WARN] Temperature Sensor Read Failed
2026-04-20T08:22:14.753798Z [INFO] Checking available disk space
2026-04-20T08:22:15.295157Z [WARN] Temperature Sensor Read Failed
2026-04-20T08:22:16.892465Z [WARN] Temperature Sensor Read Failed
2026-04-20T08:22:18.487671Z [WARN] Temperature Sensor Read Failed
2026-04-20T08:22:20.087193Z [WARN] Temperature Sensor Read Failed
2026-04-20T08:22:21.682146Z [WARN] Temperature Sensor Read Failed
2026-04-20T08:22:23.279666Z [WARN] Temperature Sensor Read Failed
2026-04-20T08:22:24.874631Z [WARN] Temperature Sensor Read Failed
2026-04-20T08:22:26.476648Z [WARN] Temperature Sensor Read Failed
2026-04-20T08:22:28.069836Z [WARN] Temperature Sensor Read Failed
2026-04-20T08:22:29.667409Z [WARN] Temperature Sensor Read Failed
2026-04-20T08:22:31.269057Z [WARN] Temperature Sensor Read Failed
2026-04-20T08:22:32.866185Z [WARN] Temperature Sensor Read Failed
2026-04-20T08:22:34.461066Z [WARN] Temperature Sensor Read Failed
2026-04-20T08:22:36.060723Z [WARN] Temperature Sensor Read Failed
2026-04-20T08:22:37.653489Z [WARN] Temperature Sensor Read Failed
2026-04-20T08:22:39.250718Z [WARN] Temperature Sensor Read Failed
2026-04-20T08:22:40.847893Z [WARN] Temperature Sensor Read Failed
2026-04-20T08:22:42.445201Z [WARN] Temperature Sensor Read Failed
